Surtel Med S.L. -  Brush & Rolls,Surtel Med S.L. -  Brush & Rolls,Spain,,Avda. Barcelona nº 2 La Carolina Jaén 23200 Spain,+34 689 996 449,+34 953 680 310
Swipe Ltd,Swipe Ltd,Cyprus,,P O Box 23591 Nicosia 1685 Cyprus,+357 2 2427273,+357 2 2511522
Synagi Intelligence Ltd,Synagi Intelligence Ltd,United Kingdom,,238 Main Street Newthorpe Nottinghamshire NG16 2DN United Kingdom,+44 7550011590,
Szczotpol A Spychala sp j,Szczotpol A Spychala sp j,Poland,,ul Podgorna 17 Wronki 64-510 Poland,+48 67 254 11 50,+48 67 254 14 08
Taizhou Huangyan Xingyue Plastic Factory ,Taizhou Huangyan Xingyue Plastic Factory ,China,,No 49 Yuandian Road Yuanqiao Town Taizhou Zhejiang 318020 China,+86 576 84879133,+86 576 84879122
Taizhou Huangyan Zhanpeng Mould&Plastic Factory ,Taizhou Huangyan Zhanpeng Mould&Plastic Factory ,China,,Ao' an Industrial Zone Huangyan District Taizhou City Zhejiang 318020 China,+86 576 84340541,+86 576 84011444
Taizhou Zhongfa Clean Co Ltd ,Taizhou Zhongfa Clean Co Ltd ,China,,No1 Lane 6 South Shanghai Street Luqiao Taizhou Zhejiang 3180500 China,+86 576 82439577,+86 576 82439578
Talentools bv,Talentools bv,Netherlands,,Burg. Janssenstraat 10 Staphorst 7951 TG Netherlands,+31 522 46 33 33,
Teksweep Ltd T/A Munitech,Teksweep Ltd T/A Munitech,United Kingdom,,Shepherds Close Cooden Sea Road Bexhill-on-sea East Sussex TN39 4SL United Kingdom,+44 1424845397,+44 1634 295649
Textile Brush Industries,Textile Brush Industries,India,,257 Indarinagar Nr.Police Station Bapunagar Ahmedabad Gujarat Ahmedabad Gujarat 380024 India,+91 792 2701518,+91 997 4719377
The Big Brush Company,The Big Brush Company,United Kingdom,,The Malthouse Aston Road Brighthampton OX29 7QW United Kingdom,+44 8708 50 24 22,
Thompson Brushes,Thompson Brushes,Australia,,2 Uralla Road P O Box 5339 Port Macquarie NSW 2444 Australia,+61 2 6581 0244,+61 2 6581 0284
Tic Tac Toe Brush Makers,Tic Tac Toe Brush Makers,India,,2/216 New no:9/123 Ghandhipuram Thoppur http://www.tictactoebrushes.com Madurai 625008 India,9.20E+11,
Tissa Brush Manufacturers and Export,Tissa Brush Manufacturers and Export,Sri Lanka,,Kandy Road Kirillawla Weboda 349 1 Sri Lanka,+94 11 297 0421,+94 11 2968364
Titiz Plastik Dis Tic ve San Ltd ,Titiz Plastik Dis Tic ve San Ltd ,Turkey,,Omerli Mah Adnan Kahveci Cad 42 Hadmkay Amavutkay Istanbul 34555 Turkey,+90 212 7982490,+90 212 7982499
Tongcheng Haobangshuo Brush Company ,Tongcheng Haobangshuo Brush Company ,China,,Fangang Town Tongcheng Anqing Anhui 231460 China,,
Tongyang Lining Industries,Tongyang Lining Industries,"Korea, South",,610 5 Oryu Ri Daiso Myun Eumsung Kun Choongbuk 369 824 Korea South,+82 43 8777200,+82 43 8777814
Trisa AG,Trisa AG,Switzerland,,Postfach 161 Triengen 6234 Switzerland,+41 41 9353535,+41 41 9353300
TS Simms & Co Ltd,TS Simms & Co Ltd,Canada,,33 Bridge Road P O Box 820 Saint John New Brunswick E2L 4C5 Canada,+1 506 6356330,+1 506 6356309
Universal Brushware (PVT) Ltd,Universal Brushware (PVT) Ltd,Pakistan,,LR 10/20 Principal Ram Sahe Street Off Nitshter Rd Near Shoe Market Karachi 74400 Pakistan,+92 21 3272 9650,+92 21 3277 7068
Usabco (Pty) Ltd,Usabco (Pty) Ltd,South Africa,,Southbell Industrial Park Sacks Circle Bellville Cape Town 7535 South Africa,+27 21 9172000,+27 21 9172001
Ustun Firca Sanayi Semih Istanbullu,Ustun Firca Sanayi Semih Istanbullu,Turkey,,Akcay Cad No 97 Gaziemir Izmir 35410 Turkey,+90 232 2379414,+90 232 2374787
Vale Brothers Ltd,Vale Brothers Ltd,United Kingdom,,Long Street Walsall West Midlands WS2 9QG United Kingdom,+44 1922 644363,+44 1922 720994
Van Dam's Kwastenfabriek BV,Van Dam's Kwastenfabriek BV,Netherlands,,PO Box 3 Tulpstraat 49 51 Culemborg 4100 AA Netherlands,+31 345 513041,+31 345 521608
Vandux,Vandux,Colombia,,Plasticos Vandux de Colombia S A Via 40 No 79B  145 Barranquilla Atlantico A A 50493 Colombia,+57 5 3787880,+57 5 3536051
Vie-Long SL,Vie-Long SL,Spain,,C Dr Nicasio Benlloch 90 Valencia 46015 Spain,+34 96 3406033,+34 96 3406332
Viosar,Viosar,Greece,,78 Ithomis Egaleo Athens 12244 Greece,+30 210 5616841,+30 210 5619171
Vitabrosse,Vitabrosse,Tunisia,,Route Menzel Chaker Km 5.5 Sfax 3013 Tunisia,+216 74 652760,+216 74 65 2646
Wakefield Brush UK Ltd,Wakefield Brush UK Ltd,United Kingdom,,Units 8 - 10 Newhaven Business Park Milnsbridge Huddersfield HD3 4HS United Kingdom,+44 1484 642555,+44 1484 642888
Wan Hsin Toothbrush Machinery Mfg Co Ltd ,Wan Hsin Toothbrush Machinery Mfg Co Ltd ,Taiwan,,422 Chung Cheng North Road San Chung City Taipei Hsein 241 Taiwan,+8862 29891101,+8862 29837666
Wasag Brush Systems,Wasag Brush Systems,Switzerland,,Industriestrasse 42 Oberentfelden AG 5036 Switzerland,+41 62 7378787,+41 62 7378788
Wecovi BV ,Wecovi BV ,Netherlands,,Rudolf Dieselstraat 14 Zwolle NJ 8013 Netherlands,+31 38 468 68 68,+31 38 468 68 00
Welind Technologies ,Welind Technologies ,India,,148 2nd D Main 8th Block Koramangala Bangalore Karnataka 560095 India,+91 80 25716134,+91 80 25716134
Werner Brushware,Werner Brushware,South Africa,,Cnr 1st & 2nd Ave Booysens Reserve Jhb 2091 PO Box 90357/8 Bertsham 2013 South Africa,+27 11 835 2136,+27 11 835 3670
Wetrok Ltd,Wetrok Ltd,United Kingdom,,Unit 4 Easter Court Europa Boulevard Gemini Business Park Warrington Chesire WA5 5ZB United Kingdom,+44 1925 711222,+44 1925 711333
Whitaker & Sawyer (Brushes) Ltd,Whitaker & Sawyer (Brushes) Ltd,United Kingdom,,Unit 17 Midas Business Centre Wantz Road Dagenham Essex RM10 8PS United Kingdom,+44 2085 937204,+44 2085 957353
Whiteline Industries Colombo (Pvt) Ltd,Whiteline Industries Colombo (Pvt) Ltd,Sri Lanka,,195 1B Dam Street Colombo 12 Sri Lanka,+94 11 2344821,+94 11 4722095
Widdop De Courcy Ltd,Widdop De Courcy Ltd,United Kingdom,,Prospect Works Allerton Road Allerton Bradford W Yorkshire BD15 7AF United Kingdom,+44 1274 541327,+44 1274 547396
Winsor & Newton,Winsor & Newton,United Kingdom,,Whitefriars Avenue Harrow HA3 5RH United Kingdom,+44 2084 243338,+44 2084 243200
Wisdom Toothbrushes,Wisdom Toothbrushes,United Kingdom,,The Silk Mill Colne Valley Road Haverhill Suffolk CB9 8DT United Kingdom,+44 1440 714800,+44 1440 705205
Wöhler Bohemia s r.o.,Wöhler Bohemia s r.o.,Czech Republic,,Za Naspem 1993 Pelhrimov 393 01 Czech Republic,+420 56 5323 076,
"Woodstock Brush, The","Woodstock Brush, The",Malta,,41 Luqa Industrial Estate Luqa LQA 05 Malta,+356 2124 4390,+356 21244530
Y N C (Thailand) Co Ltd,Y N C (Thailand) Co Ltd,Thailand,,366 Soi Ladprao 94 Ladprao Road Plubpla Wangtonglarng Bangkok 10310 Thailand,+66 2 9344636,+66 2 5592900
Yamazaki Corp,Yamazaki Corp,Japan,,Shinsaibashi Plaza Bridge 3 12 9 Minami Semba Chuo Ku Osaka 542 Japan,+81 66 245 3532,+81 66 245 0026
Yangzhou Runrong Daily-Use Products Co Ltd ,Yangzhou Runrong Daily-Use Products Co Ltd ,China,,South of Zhentai Bridge Hongqiao Touqiao Town Yangzhou Jiangsu 225009 China,+86 514 87268818,+86 514 87262837
Yangzhou Sunahome Products Manufacture Co Ltd ,Yangzhou Sunahome Products Manufacture Co Ltd ,China,,Room 502 24 Wutai New Village Yangzhou Jiangsu Province 225002 China,+86 514 87156787,+86 514 87920289
Yangzhou Yingte Relax Daily Products Co Ltd ,Yangzhou Yingte Relax Daily Products Co Ltd ,China,,18 Xuejiazui Road Jiangdu Yangzhou Jiangsu China,+86 514 86890880,+86 514 86891001
Yapas,Yapas,Turkey,,Halkali Cad. Sönmez Sokak No:10 Günesli Istanbul TURKEY 34212 Turkey,+90 5309766919,+90 212 655 0187
Yew Lee Industrial Brush Sdn Bhd,Yew Lee Industrial Brush Sdn Bhd,Malaysia,,17 & 19 Jalan Jasa Merdeka 12 Taman Datuk Tamby Chik Karim Batu Berendam Melaka 75350 Malaysia,+60 6 3176895,+60 6 3176896
Yi Fa Hardwares Company Ltd ,Yi Fa Hardwares Company Ltd ,Taiwan,,29  Lane 897 Min Sheng S Rd Chia-Ya City Taiwan,+886 5 2353657,+886 5 2360127
Yildirim Paint Brush and Paint Roller,Yildirim Paint Brush and Paint Roller,Turkey,,Evren Mah.Halkali Cad. No:103/Z Gunesli / Bagcilar Istanbul Turkey 34212 Turkey,9.02E+11,9.02E+11
Zeintra,Zeintra,Switzerland,,Feldstrasse 4 Wil 9500 Switzerland,+41 71 9139020,+41 71 9139020
Zhangjiagang Fengyuan Import & Export Co Ltd ,Zhangjiagang Fengyuan Import & Export Co Ltd ,China,,Room 208B Building 1 Central Renmin Road Zhangjiagang Jiangsu 215600 China,+86 512 58915288,+86 512 58911091
ZHING TARD SDN BHD ,ZHING TARD SDN BHD ,Malaysia,,118 LENGKOK KAMPUNG JAWA 2 TAMAN PERINDUSTRIAN BAYAN LEPAS GEORGETOWN PULAU PINANG 11900 Malaysia,6046467916,6046467917
Zima Tovarna scetk d d,Zima Tovarna scetk d d,Slovenia,,Ulica Mirka Vadnova 6 Kranj 4000 Slovenia,+386 4 2529553,+386 4 2529551
Zuna Corporation,Zuna Corporation,"Korea, South",,459 8 Mangwon dong Mapo Ku Seoul 121 889 Korea South,+82 23 374278,+82 23 374277
